DataSeries,Nominal Price,Real Price,CPI,Year,Month,StandardSeries
Medium Prawns (Per Kilogram),16.42,15.258663147819462,107.611,2024,3,Fish & Seafood
Squids (Per Kilogram),20.76,19.291708096755908,107.611,2024,3,Fish & Seafood
Cod Fish (Per Kilogram),64.64,60.36269913900977,107.086,2024,4,Fish & Seafood
Gold Banded Scad (Kuning) (Per Kilogram),8.8,8.217694189716678,107.086,2024,4,Fish & Seafood
Flowery Grouper (Per Kilogram),15.14,14.138169321853464,107.086,2024,4,Fish & Seafood
White Pomfret (Per Kilogram),25.07,23.41109015184058,107.086,2024,4,Fish & Seafood
Salmon (Per Kilogram),36.65,34.224828642399565,107.086,2024,4,Fish & Seafood
Sea Bass (Per Kilogram),11.86,11.07521057841361,107.086,2024,4,Fish & Seafood
Sea Bream (Ang Ko Li) (Per Kilogram),10.63,9.926601049623669,107.086,2024,4,Fish & Seafood
Golden Snapper (Per Kilogram),19.7,18.396429038343012,107.086,2024,4,Fish & Seafood
Spanish Mackerel (Batang) (Per Kilogram),13.13,12.261173262611361,107.086,2024,4,Fish & Seafood
Threadfin (Kurau) (Per Kilogram),58.04,54.199428496722255,107.086,2024,4,Fish & Seafood
Small Prawns (Per Kilogram),13.35,12.466615617354277,107.086,2024,4,Fish & Seafood
Medium Prawns (Per Kilogram),16.46,15.370823450310967,107.086,2024,4,Fish & Seafood
Squids (Per Kilogram),19.63,18.33106101637936,107.086,2024,4,Fish & Seafood
Cod Fish (Per Kilogram),65.07,59.28929384965831,109.75,2024,5,Fish & Seafood
Gold Banded Scad (Kuning) (Per Kilogram),9.26,8.437357630979498,109.75,2024,5,Fish & Seafood
Flowery Grouper (Per Kilogram),15.2,13.849658314350796,109.75,2024,5,Fish & Seafood
White Pomfret (Per Kilogram),26.29,23.954441913439634,109.75,2024,5,Fish & Seafood
Salmon (Per Kilogram),36.54,33.29384965831435,109.75,2024,5,Fish & Seafood
Sea Bass (Per Kilogram),12.35,11.252847380410023,109.75,2024,5,Fish & Seafood
Sea Bream (Ang Ko Li) (Per Kilogram),11.88,10.824601366742598,109.75,2024,5,Fish & Seafood
Golden Snapper (Per Kilogram),19.12,17.42141230068337,109.75,2024,5,Fish & Seafood
Spanish Mackerel (Batang) (Per Kilogram),13.83,12.601366742596811,109.75,2024,5,Fish & Seafood
Threadfin (Kurau) (Per Kilogram),59.14,53.88610478359909,109.75,2024,5,Fish & Seafood
Small Prawns (Per Kilogram),14.09,12.838268792710705,109.75,2024,5,Fish & Seafood
Medium Prawns (Per Kilogram),17.79,16.209567198177677,109.75,2024,5,Fish & Seafood
Squids (Per Kilogram),20.15,18.35990888382688,109.75,2024,5,Fish & Seafood
Cod Fish (Per Kilogram),63.69,59.480560717987984,107.077,2024,6,Fish & Seafood
Gold Banded Scad (Kuning) (Per Kilogram),8.93,8.33979285934421,107.077,2024,6,Fish & Seafood
Flowery Grouper (Per Kilogram),14.77,13.793811929732808,107.077,2024,6,Fish & Seafood
White Pomfret (Per Kilogram),26.48,24.729867291762,107.077,2024,6,Fish & Seafood
Salmon (Per Kilogram),35.63,33.27511977362085,107.077,2024,6,Fish & Seafood
Sea Bass (Per Kilogram),11.78,11.001428878283852,107.077,2024,6,Fish & Seafood
Sea Bream (Ang Ko Li) (Per Kilogram),12.24,11.431026270814462,107.077,2024,6,Fish & Seafood
Golden Snapper (Per Kilogram),18.4,17.18389570122435,107.077,2024,6,Fish & Seafood
Spanish Mackerel (Batang) (Per Kilogram),13.32,12.439646235886325,107.077,2024,6,Fish & Seafood
Threadfin (Kurau) (Per Kilogram),58.16,54.31605293387002,107.077,2024,6,Fish & Seafood
Small Prawns (Per Kilogram),12.98,12.122117728363701,107.077,2024,6,Fish & Seafood
Medium Prawns (Per Kilogram),16.86,15.74567834362188,107.077,2024,6,Fish & Seafood
Squids (Per Kilogram),19.71,18.40731436256152,107.077,2024,6,Fish & Seafood
Cod Fish (Per Kilogram),64.4,60.23927338714958,106.907,2024,7,Fish & Seafood
Gold Banded Scad (Kuning) (Per Kilogram),8.99,8.409178070659545,106.907,2024,7,Fish & Seafood
Flowery Grouper (Per Kilogram),14.4,13.46965119215767,106.907,2024,7,Fish & Seafood
White Pomfret (Per Kilogram),25.66,24.002170110469848,106.907,2024,7,Fish & Seafood
Salmon (Per Kilogram),34.9,32.64519629210435,106.907,2024,7,Fish & Seafood
Sea Bass (Per Kilogram),11.51,10.766367029287137,106.907,2024,7,Fish & Seafood
Sea Bream (Ang Ko Li) (Per Kilogram),12.37,11.570804531040999,106.907,2024,7,Fish & Seafood
Golden Snapper (Per Kilogram),19.18,17.940827073998896,106.907,2024,7,Fish & Seafood
Spanish Mackerel (Batang) (Per Kilogram),12.83,12.001085055234924,106.907,2024,7,Fish & Seafood
Threadfin (Kurau) (Per Kilogram),60.98,57.04023122901213,106.907,2024,7,Fish & Seafood
Small Prawns (Per Kilogram),12.18,11.393079966700029,106.907,2024,7,Fish & Seafood
Medium Prawns (Per Kilogram),16.48,15.415267475469335,106.907,2024,7,Fish & Seafood
Squids (Per Kilogram),20.37,19.053944082239703,106.907,2024,7,Fish & Seafood
Cod Fish (Per Kilogram),64.31,60.38611053728709,106.498,2024,8,Fish & Seafood
Gold Banded Scad (Kuning) (Per Kilogram),8.97,8.422693383913312,106.498,2024,8,Fish & Seafood
Flowery Grouper (Per Kilogram),14.65,13.756126875622076,106.498,2024,8,Fish & Seafood
White Pomfret (Per Kilogram),24.93,23.408890307799208,106.498,2024,8,Fish & Seafood
Salmon (Per Kilogram),35.12,32.9771451107063,106.498,2024,8,Fish & Seafood
Sea Bass (Per Kilogram),12.25,11.50256342842119,106.498,2024,8,Fish & Seafood
Sea Bream (Ang Ko Li) (Per Kilogram),12.23,11.483783733027849,106.498,2024,8,Fish & Seafood
Golden Snapper (Per Kilogram),18.3,17.183421284906757,106.498,2024,8,Fish & Seafood
Spanish Mackerel (Batang) (Per Kilogram),13.05,12.25375124415482,106.498,2024,8,Fish & Seafood
Threadfin (Kurau) (Per Kilogram),55.64,52.245112584273876,106.498,2024,8,Fish & Seafood
Small Prawns (Per Kilogram),12.13,11.389885256061147,106.498,2024,8,Fish & Seafood
Medium Prawns (Per Kilogram),16.32,15.324231440966027,106.498,2024,8,Fish & Seafood
Squids (Per Kilogram),20.67,19.408815189017634,106.498,2024,8,Fish & Seafood
Cod Fish (Per Kilogram),65.23,61.34213545487033,106.338,2024,9,Fish & Seafood
Gold Banded Scad (Kuning) (Per Kilogram),9.1,8.557618160958453,106.338,2024,9,Fish & Seafood
Flowery Grouper (Per Kilogram),14.39,13.53232146551562,106.338,2024,9,Fish & Seafood
White Pomfret (Per Kilogram),24.84,23.35947638661626,106.338,2024,9,Fish & Seafood
Salmon (Per Kilogram),34.67,32.6035847956516,106.338,2024,9,Fish & Seafood
Sea Bass (Per Kilogram),11.64,10.946228065225979,106.338,2024,9,Fish & Seafood
Sea Bream (Ang Ko Li) (Per Kilogram),12.58,11.830201809324983,106.338,2024,9,Fish & Seafood
Golden Snapper (Per Kilogram),19.2,18.05563392202223,106.338,2024,9,Fish & Seafood
Spanish Mackerel (Batang) (Per Kilogram),13.24,12.450864225394497,106.338,2024,9,Fish & Seafood
Threadfin (Kurau) (Per Kilogram),51.21,48.15776110139367,106.338,2024,9,Fish & Seafood
Small Prawns (Per Kilogram),12.56,11.811393857322876,106.338,2024,9,Fish & Seafood
Medium Prawns (Per Kilogram),16.05,15.09338148169046,106.338,2024,9,Fish & Seafood
Squids (Per Kilogram),20.64,19.4098064661739,106.338,2024,9,Fish & Seafood
Cod Fish (Per Kilogram),64.9,61.34853340139335,105.789,2024,10,Fish & Seafood
Gold Banded Scad (Kuning) (Per Kilogram),9.08,8.583123009008498,105.789,2024,10,Fish & Seafood
Flowery Grouper (Per Kilogram),14.52,13.72543459149817,105.789,2024,10,Fish & Seafood
White Pomfret (Per Kilogram),25.28,23.896624412746128,105.789,2024,10,Fish & Seafood
Salmon (Per Kilogram),34.04,32.17725850513759,105.789,2024,10,Fish & Seafood
Sea Bass (Per Kilogram),11.72,11.078656571099076,105.789,2024,10,Fish & Seafood
Sea Bream (Ang Ko Li) (Per Kilogram),11.75,11.107014907031921,105.789,2024,10,Fish & Seafood
Golden Snapper (Per Kilogram),19.35,18.291126676686613,105.789,2024,10,Fish & Seafood
Spanish Mackerel (Batang) (Per Kilogram),13.22,12.496573367741448,105.789,2024,10,Fish & Seafood
Threadfin (Kurau) (Per Kilogram),51.47,48.653451682121954,105.789,2024,10,Fish & Seafood
Small Prawns (Per Kilogram),12.51,11.82542608399739,105.789,2024,10,Fish & Seafood
Medium Prawns (Per Kilogram),16.08,15.200068060006236,105.789,2024,10,Fish & Seafood
Squids (Per Kilogram),20.39,19.27421565569199,105.789,2024,10,Fish & Seafood
Cod Fish (Per Kilogram),65.44,62.099070032264194,105.38,2024,11,Fish & Seafood
Gold Banded Scad (Kuning) (Per Kilogram),8.96,8.502562156006833,105.38,2024,11,Fish & Seafood
Flowery Grouper (Per Kilogram),14.1,13.380148035680396,105.38,2024,11,Fish & Seafood
White Pomfret (Per Kilogram),22.16,21.028658189409757,105.38,2024,11,Fish & Seafood
Salmon (Per Kilogram),33.7,31.979502751945343,105.38,2024,11,Fish & Seafood
Sea Bass (Per Kilogram),12.04,11.425317897134182,105.38,2024,11,Fish & Seafood
Sea Bream (Ang Ko Li) (Per Kilogram),11.62,11.02676029607136,105.38,2024,11,Fish & Seafood
Golden Snapper (Per Kilogram),18.8,17.840197380907195,105.38,2024,11,Fish & Seafood
Spanish Mackerel (Batang) (Per Kilogram),13.14,12.469159233251093,105.38,2024,11,Fish & Seafood
Threadfin (Kurau) (Per Kilogram),52.34,49.667868665780986,105.38,2024,11,Fish & Seafood
Small Prawns (Per Kilogram),12.04,11.425317897134182,105.38,2024,11,Fish & Seafood
Medium Prawns (Per Kilogram),16.43,15.59119377490985,105.38,2024,11,Fish & Seafood
Squids (Per Kilogram),20.47,19.424938318466502,105.38,2024,11,Fish & Seafood
Cod Fish (Per Kilogram),65.42,61.243212881482876,106.82,2024,12,Fish & Seafood
Gold Banded Scad (Kuning) (Per Kilogram),9.06,8.481557760718967,106.82,2024,12,Fish & Seafood
Flowery Grouper (Per Kilogram),13.82,12.937652125070212,106.82,2024,12,Fish & Seafood
White Pomfret (Per Kilogram),25.51,23.881295637521067,106.82,2024,12,Fish & Seafood
Salmon (Per Kilogram),34.46,32.25987642763528,106.82,2024,12,Fish & Seafood
Sea Bass (Per Kilogram),11.87,11.11215128253136,106.82,2024,12,Fish & Seafood
Sea Bream (Ang Ko Li) (Per Kilogram),12.41,11.61767459277289,106.82,2024,12,Fish & Seafood
Golden Snapper (Per Kilogram),19.33,18.095862198090245,106.82,2024,12,Fish & Seafood
Spanish Mackerel (Batang) (Per Kilogram),12.68,11.870436247893654,106.82,2024,12,Fish & Seafood
Threadfin (Kurau) (Per Kilogram),52.49,49.13873806403296,106.82,2024,12,Fish & Seafood
Small Prawns (Per Kilogram),12.63,11.8236285339824,106.82,2024,12,Fish & Seafood
Medium Prawns (Per Kilogram),16.73,15.661861074705113,106.82,2024,12,Fish & Seafood
Squids (Per Kilogram),20.3,19.00393184796855,106.82,2024,12,Fish & Seafood
Chicken Nasi Briyani (Per Plate),5.02,5.1783540673804955,96.942,2014,1,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.94,0.9696519568401726,96.942,2014,1,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.05,1.0831218666831715,96.942,2014,1,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.11,3.20810381465206,96.942,2014,1,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),2.98,3.074003012110334,96.942,2014,1,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.13,3.2287347073507875,96.942,2014,1,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.07,3.166842029254606,96.942,2014,1,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.95,0.9799674031895361,96.942,2014,1,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.79,2.878009531472427,96.942,2014,1,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.84,1.898042128282891,96.942,2014,1,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.13,5.291823977223495,96.942,2014,2,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.94,0.9696519568401726,96.942,2014,2,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.05,1.0831218666831715,96.942,2014,2,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.11,3.20810381465206,96.942,2014,2,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),2.98,3.074003012110334,96.942,2014,2,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.13,3.2287347073507875,96.942,2014,2,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.07,3.166842029254606,96.942,2014,2,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.96,0.9902828495388996,96.942,2014,2,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.79,2.878009531472427,96.942,2014,2,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.87,1.9289884673309818,96.942,2014,2,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.08,5.240246745476678,96.942,2014,3,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.94,0.9696519568401726,96.942,2014,3,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.05,1.0831218666831715,96.942,2014,3,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.16,3.259681046398878,96.942,2014,3,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),2.98,3.074003012110334,96.942,2014,3,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.13,3.2287347073507875,96.942,2014,3,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.07,3.166842029254606,96.942,2014,3,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.96,0.9902828495388996,96.942,2014,3,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.79,2.878009531472427,96.942,2014,3,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.87,1.9289884673309818,96.942,2014,3,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.08,5.240246745476678,96.942,2014,4,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.94,0.9696519568401726,96.942,2014,4,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.05,1.0831218666831715,96.942,2014,4,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.16,3.259681046398878,96.942,2014,4,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),2.98,3.074003012110334,96.942,2014,4,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.13,3.2287347073507875,96.942,2014,4,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.07,3.166842029254606,96.942,2014,4,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.96,0.9902828495388996,96.942,2014,4,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.79,2.878009531472427,96.942,2014,4,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.88,1.9393039136803452,96.942,2014,4,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.08,5.240246745476678,96.942,2014,5,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.96,0.9902828495388996,96.942,2014,5,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.07,1.1037527593818985,96.942,2014,5,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.16,3.259681046398878,96.942,2014,5,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),2.98,3.074003012110334,96.942,2014,5,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.13,3.2287347073507875,96.942,2014,5,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.1,3.197788368302697,96.942,2014,5,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.96,0.9902828495388996,96.942,2014,5,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.79,2.878009531472427,96.942,2014,5,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.88,1.9393039136803452,96.942,2014,5,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.08,5.240246745476678,96.942,2014,6,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.96,0.9902828495388996,96.942,2014,6,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.07,1.1037527593818985,96.942,2014,6,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.16,3.259681046398878,96.942,2014,6,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),2.98,3.074003012110334,96.942,2014,6,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.13,3.2287347073507875,96.942,2014,6,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.09,3.1874729219533333,96.942,2014,6,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.96,0.9902828495388996,96.942,2014,6,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.79,2.878009531472427,96.942,2014,6,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.91,1.9702502527284356,96.942,2014,6,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.08,5.240246745476678,96.942,2014,7,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.96,0.9902828495388996,96.942,2014,7,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.07,1.1037527593818985,96.942,2014,7,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.16,3.259681046398878,96.942,2014,7,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),2.98,3.074003012110334,96.942,2014,7,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.15,3.249365600049514,96.942,2014,7,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.09,3.1874729219533333,96.942,2014,7,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.96,0.9902828495388996,96.942,2014,7,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.79,2.878009531472427,96.942,2014,7,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.91,1.9702502527284356,96.942,2014,7,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.12,5.281508530874132,96.942,2014,8,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.96,0.9902828495388996,96.942,2014,8,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.07,1.1037527593818985,96.942,2014,8,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.16,3.259681046398878,96.942,2014,8,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),2.98,3.074003012110334,96.942,2014,8,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.15,3.249365600049514,96.942,2014,8,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.09,3.1874729219533333,96.942,2014,8,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.96,0.9902828495388996,96.942,2014,8,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.79,2.878009531472427,96.942,2014,8,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.91,1.9702502527284356,96.942,2014,8,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.12,5.281508530874132,96.942,2014,9,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.96,0.9902828495388996,96.942,2014,9,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.08,1.114068205731262,96.942,2014,9,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.16,3.259681046398878,96.942,2014,9,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),3.0,3.0946339048090614,96.942,2014,9,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.15,3.249365600049514,96.942,2014,9,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.09,3.1874729219533333,96.942,2014,9,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.97,1.000598295888263,96.942,2014,9,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.79,2.878009531472427,96.942,2014,9,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.91,1.9702502527284356,96.942,2014,9,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.12,5.281508530874132,96.942,2014,10,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.96,0.9902828495388996,96.942,2014,10,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.08,1.114068205731262,96.942,2014,10,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.16,3.259681046398878,96.942,2014,10,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),3.0,3.0946339048090614,96.942,2014,10,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.16,3.259681046398878,96.942,2014,10,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.09,3.1874729219533333,96.942,2014,10,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.97,1.000598295888263,96.942,2014,10,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.79,2.878009531472427,96.942,2014,10,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.91,1.9702502527284356,96.942,2014,10,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.14,5.302139423572858,96.942,2014,11,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.97,1.000598295888263,96.942,2014,11,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.08,1.114068205731262,96.942,2014,11,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.16,3.259681046398878,96.942,2014,11,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),3.0,3.0946339048090614,96.942,2014,11,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.16,3.259681046398878,96.942,2014,11,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.09,3.1874729219533333,96.942,2014,11,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.97,1.000598295888263,96.942,2014,11,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.81,2.898640424171154,96.942,2014,11,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.91,1.9702502527284356,96.942,2014,11,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.16,5.322770316271585,96.942,2014,12,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.97,1.000598295888263,96.942,2014,12,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.08,1.114068205731262,96.942,2014,12,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.17,3.2699964927482417,96.942,2014,12,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),3.0,3.0946339048090614,96.942,2014,12,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.19,3.2906273854469683,96.942,2014,12,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.1,3.197788368302697,96.942,2014,12,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.98,1.0109137422376266,96.942,2014,12,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.82,2.908955870520517,96.942,2014,12,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.9,1.9599348063790722,96.942,2014,12,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.16,5.322770316271585,96.942,2015,1,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.98,1.0109137422376266,96.942,2015,1,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.09,1.1243836520806259,96.942,2015,1,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.18,3.2803119390976048,96.942,2015,1,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),2.99,3.0843184584596983,96.942,2015,1,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.19,3.2906273854469683,96.942,2015,1,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.12,3.218419261001424,96.942,2015,1,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.99,1.0212291885869902,96.942,2015,1,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.82,2.908955870520517,96.942,2015,1,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.9,1.9599348063790722,96.942,2015,1,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.16,5.322770316271585,96.942,2015,2,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.98,1.0109137422376266,96.942,2015,2,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.09,1.1243836520806259,96.942,2015,2,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.18,3.2803119390976048,96.942,2015,2,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),2.99,3.0843184584596983,96.942,2015,2,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.2,3.3009428317963323,96.942,2015,2,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.13,3.2287347073507875,96.942,2015,2,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.99,1.0212291885869902,96.942,2015,2,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.84,2.9295867632192443,96.942,2015,2,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.9,1.9599348063790722,96.942,2015,2,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.16,5.322770316271585,96.942,2015,3,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.98,1.0109137422376266,96.942,2015,3,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.09,1.1243836520806259,96.942,2015,3,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.18,3.2803119390976048,96.942,2015,3,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),3.0,3.0946339048090614,96.942,2015,3,Food Courts & Coffee Shops
Chicken Rice (Per Plate),3.2,3.3009428317963323,96.942,2015,3,Food Courts & Coffee Shops
Economical Rice (1 Meat & 2 Vegetables) (Per Plate),3.14,3.2390501537001506,96.942,2015,3,Food Courts & Coffee Shops
Roti Prata (Plain) (Per Piece),0.99,1.0212291885869902,96.942,2015,3,Food Courts & Coffee Shops
Fried Carrot Cake (Per Plate),2.84,2.9295867632192443,96.942,2015,3,Food Courts & Coffee Shops
Ice Kachang (Per Bowl),1.9,1.9599348063790722,96.942,2015,3,Food Courts & Coffee Shops
Chicken Nasi Briyani (Per Plate),5.16,5.322770316271585,96.942,2015,4,Food Courts & Coffee Shops
Coffee/Tea Without Milk (Per Cup),0.98,1.0109137422376266,96.942,2015,4,Food Courts & Coffee Shops
Coffee/Tea With Milk (Per Cup),1.09,1.1243836520806259,96.942,2015,4,Food Courts & Coffee Shops
Fishball Noodle (Per Bowl),3.21,3.3112582781456954,96.942,2015,4,Food Courts & Coffee Shops
Mee Rebus (Per Bowl),3.0,3.0946339048090614,96.942,2015,4,Food Courts & Coffee Shops
